"AUTEUR	DATUM	PARTIJ	CONTENT";;;;
"Martin van Rooijen	08-04-2020 18:35:14	50Plus	Martin van Rooijen (@MvRooijen): RT @rubenivangaalen: Tip: Als iemand het na een paar weekjes 'intelligente lockdown' nu al allemaal te lang vindt duren en een exit-strategie heeft uitgedokterd, wijs dan op de onverstoorbare reactie van dr. Anthony Fauci: #coronavirus https://t.co/BqNYYWrRxj https://t.co/oCDRcvi38q";;;;
"Edgar Mulder	08-04-2020 18:32:57	PVV	Edgar Mulder (@edgarmulder1): RT @RudyGiuliani: It is now clear it will be the self-described VIRTUAL candidate, SLEEPY JOE, running from his basement, against a REAL candidate and the man who is out there 24/7 working to lead us through our most catastrophic biological attack!";;;;
"Ton van Kesteren	08-04-2020 18:32:19	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1911 | Czech Jewish woman Hilda Ritterová was born. In #Theresienstadt Ghetto from 24 October 1942. On 26 October 1942 she was deported to #Auschwitz with her husband Egon and children: Ruth & Peter. They were probably all murdered in a gas chamber after arrival. https://t.co/qx5u4FVOMt";;;;
"Ton van Kesteren	08-04-2020 18:32:07	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1909 | Greek Jewish woman Caroline Flantzer (nee. Pessah). She arrived at #Auschwitz on 2 August 1943 in a transport of 1,000 Jews deported from #Drancy. She did not survive. https://t.co/F14zvvqoPw";;;;
"Ton van Kesteren	08-04-2020 18:31:03	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1920 | Pole Stanisław Andrusiewicz was born in Kalisz. A carpenter. In #Auschwitz from 2 May 1941. No. 15184 (political prisoner) He did not survive. https://t.co/oC8CEdc4lY";;;;
"Martijn van Helvert🇳🇱🇪🇺	08-04-2020 18:30:56	onbekend	Martijn van Helvert🇳🇱🇪🇺 (@Martijncda): RT @chrisklomp: Best hilarisch dat mensen nu ineens bang worden van een app. Lieverds, Google weet precies waar je nu bent én was.";;;;
"Ton van Kesteren	08-04-2020 18:30:55	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1940 | A Dutch Jewish girl Kornelia Groenteman was born in #Amsterdam to Katerina and Barend. Together with her family she was sent to #Westerbork. She was killed in #Auschwitz on 28 July 1942. She was two years old. https://t.co/fSsHx7Ywn9";;;;
"Ton van Kesteren	08-04-2020 18:30:28	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1939 | Czech Jewish girl Anna Fischlerová was born. In #Theresienstadt Ghetto from 2 December 1941. Deported to #Auschwitz on 16 October 1944 with her brother Jan (Hansi) (b. 1937). They were murdered in a gas chamber. https://t.co/UGr20GA7Mc";;;;
"Ton van Kesteren	08-04-2020 18:30:19	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 7 April 1934 | French Jewish boy Maurice Dreksler was born in #Paris. He arrived at #Auschwitz on 21 August 1942 in a transport of 1,000 Jews deported from #Drancy. He was among 817 people murdered in gas chambers after the selection. https://t.co/2NWOvPqG9s";;;;
"Ton van Kesteren	08-04-2020 18:29:43	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 8 April 1940 | French Jewish girl Jacqueline Benguigui was born in #Paris. She arrived at #Auschwitz on 25 June 1943 in a transport ot 1,018 Jews deported from Drancy. She was among 418 people murdered in a gas chamber after the selection. https://t.co/imTlxfzyjt";;;;
"Ton van Kesteren	08-04-2020 18:29:37	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 8 April 1912 | Pole Jerzy Karwaj was born in Krakow. A chemist. In #Auschwitz from 11 June 1942 No. 39920 (political prisoner) Executed by shooting on 31 July 1942. https://t.co/AVqf5FRBSL";;;;
"Ton van Kesteren	08-04-2020 18:29:21	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 8 April 1878 | Czech Jewish woman Ida Müllerová was born in Prague. In #Theresienstadt Ghetto from 13 July 1942. Deported to #Auschwitz on 15 December 1943. She did not survive. https://t.co/0wTl25P8on";;;;
"Ton van Kesteren	08-04-2020 18:29:14	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: April 8 is the International Roma Day. Please remember & learn about the fate of ca. 23,000 #Sinti and #Roma who were deported to German Nazi #Auschwitz camp. Around 21,000 were murdered there. https://t.co/N13KD9KCau #Porajmos #InternationalRomaDay #InternationalRomaniDay https://t.co/3TKYKrD7Rb";;;;
"Martijn van Helvert🇳🇱🇪🇺	08-04-2020 18:29:08	onbekend	Martijn van Helvert🇳🇱🇪🇺 (@Martijncda): RT @MonaKeijzer: Om 22.10 uur op #NPO1Om 22.10 uur op #NPO1 https://t.co/cheVfH8mVF";;;;
"Ton van Kesteren	08-04-2020 18:28:57	PVV	Ton van Kesteren (@PVVKesteren): RT @AuschwitzMuseum: 8 April 1937 | French Jewish girl Nelly Stopnicki was born in #Nancy. She arrived at #Auschwitz on 2 September 1942 in a transport of 1,000 Jews deported from #Drancy. She was murdered in a gas chamber. She was 5. https://t.co/ofQhdGWOh0";;;;
"Lammert van Raan	08-04-2020 18:28:09	PvdD	Lammert van Raan (@LammertvanRaan): Mooi stuk: Column Winnie de Wit: Welvaart, een klein steentje aan bijdragen? | De Orkaan” https://t.co/lGJMjRf2AH";;;;
"Suzanne Kröger	08-04-2020 18:27:59	GroenLinks	Suzanne Kröger (@suzanne_GL): Mijn meiden kregen vanochtend als bijlage bij een kinderblad een boekje over bushcraft. Nu zitten bedekt met modder tegen insectenbeten in hun zelfgemaakte tent met zelfgemaakte katapult en brancard in de tuin.  https://t.co/mTNyWBxsDv";;;;
"Corinne Ellemeet	08-04-2020 18:21:21	GroenLinks	Corinne Ellemeet (@CorinneEllemeet): RT @groenlinks: Ik zeg het maar gewoon hoe ik het denk en hoe ik het voel. Ik vind het antwoord van de premier op mijn vraag over het helpen van 100-150 kinderen, zeer kwetsbare vluchtelingen, echt niet kunnen.” - @CorinneEllemeet tegen @MinPres in het #coronadebat #SOSMoria https://t.co/UTLMtj6frF";;;;
"Mona Keijzer	08-04-2020 18:18:37	CDA	Mona Keijzer (@MonaKeijzer): Om 22.10 uur op #NPO1 https://t.co/cheVfH8mVF";;;;
"Ton van Kesteren	08-04-2020 18:16:18	PVV	Ton van Kesteren (@PVVKesteren): Opvang in eigen regio!!! https://t.co/sVp8CzPo8Y";;;;
"Suzanne Kröger	08-04-2020 18:14:48	GroenLinks	Suzanne Kröger (@suzanne_GL): RT @groenlinks: Ik zeg het maar gewoon hoe ik het denk en hoe ik het voel. Ik vind het antwoord van de premier op mijn vraag over het helpen van 100-150 kinderen, zeer kwetsbare vluchtelingen, echt niet kunnen.” - @CorinneEllemeet tegen @MinPres in het #coronadebat #SOSMoria https://t.co/UTLMtj6frF";;;;
"Ton van Kesteren	08-04-2020 18:14:08	PVV	Ton van Kesteren (@PVVKesteren): RT @dvhn_nl: Burgemeester Koen Schuiling van Groningen kondigt aan dat de politie in stad en provincie vanaf nu boetes gaat uitdelen als mensen zich niet houden aan de regel om anderhalve meter afstand te houden. https://t.co/VjiUiCBeTj";;;;
"Ton van Kesteren	08-04-2020 18:13:10	PVV	Ton van Kesteren (@PVVKesteren): https://t.co/Jerp7rnbcZ";;;;
"Arno Rutte	08-04-2020 18:09:42	VVD	Arno Rutte (@arnorutte): Prachtig en verstandig initiatief! https://t.co/gg7w67CKWO";;;;
"Joël Voordewind	08-04-2020 18:09:29	ChristenUnie	Joël Voordewind (@JoelVoordewind): RT @christenunie: Vrijdag is het Goede Vrijdag, de dag van het lijden. Het mooie van Pasen is dat het na vrijdag ook zondagmorgen wordt, de dag van opstanding, van nieuwe hoop. In die wetenschap zeg ik: houd vol!”  Lees de bijdrage van @gertjansegers aan het #coronadebat https://t.co/6voUnbL5bg https://t.co/lnqmdUcsqe";;;;
"Matthijs Sienot	08-04-2020 18:08:39	D66	Matthijs Sienot (@MatthijsSienot): Tijdens het Corona-debat mocht ik de plenaire zaal niet in, vanwege #corona. Natuurlijk gaat mijn werk in de Tweede Kamer wel door. Debatten over Groningen en Energie zijn omgezet in schriftelijke overleggen. Blijf vragen en opmerkingen dus vooral sturen. https://t.co/V9YmYh9S3a";;;;
"Jan Paternotte	08-04-2020 18:08:00	D66	Jan Paternotte (@jpaternotte): Bernie Sanders. The modern day William Jennings Bryan.";;;;
"Ministerie IenW	08-04-2020 18:07:14	onbekend	Ministerie IenW (@MinIenW): Afstand houden in de auto kan lastig zijn. Wat mag wel en wat mag niet? #AlleenSamen https://t.co/ccqPQInHSv";;;;
"Steven van Weyenberg	08-04-2020 18:07:06	D66	Steven van Weyenberg (@svanweyenberg): RT @RobJetten: Nederland is een rijk kunstland. Maar met lege agenda s en afgelaste festivals dreigen veel podiumkunstenaars door het ijs te zakken. Zij vallen buiten de boot van de overheidssteun. Gaat het kabinet nu ook kijken hoe we hen kunnen steunen? #waitforit #coronadebat https://t.co/6u9IuEXy2k";;;;
"Sjoerd Wiemer Sjoerdsma	08-04-2020 18:05:47	D66	Sjoerd Wiemer Sjoerdsma (@swsjoerdsma): RT @trouw: Bij de repatriëring van Nederlanders uit het buitenland vanwege corona zijn de lastigste landen nog over. Zoals Marokko, dat het luchtruim sinds enkele dagen geheel gesloten houdt. https://t.co/1ZzV5rIwGf";;;;
"Sadet Karabulut	08-04-2020 18:03:41	SP	Sadet Karabulut (@SadetKarabulut): RT @DemSocialists: Bernie Sanders started the political revolution. It's on us to continue it. #ThankYouBernie";;;;
"Maarten Groothuizen	08-04-2020 18:03:19	D66	Maarten Groothuizen (@GroothuizenD66): RT @EuropeanCourts: The courts are destroyed for at least 20 years”: Poland s Supreme Court chief looks back on her term https://t.co/BW1y2D2Lbm";;;;
"Sadet Karabulut	08-04-2020 18:01:07	SP	Sadet Karabulut (@SadetKarabulut): RT @paulmasonnews: Bernie Sanders ends his campaign - but the political revolution he started will continue ... *IF* the left stops expecting socialism to be achieved without class struggle - and *IF* we learn to build a broad alliance for democracy/rule of law like we did in 1930s ...  to all";;;;
"Martin van Rooijen	08-04-2020 18:00:45	50Plus	Martin van Rooijen (@MvRooijen): RT @politico: Bernie Sanders speaks after dropping out of the 2020 race https://t.co/jWtnBN0EEP";;;;
"Wybren van Haga	08-04-2020 18:00:13	Van Haga	Wybren van Haga (@WybrenvanHaga): RT @onl: Belangenorganisaties voor zelfstandige #ondernemers doen dringend beroep op het #kabinet om elke door #coronacrisis getroffen #zzper financieel tegemoet te komen. Nu krijgen zij alleen steun wanneer hun inkomen tot onder het bijstandsniveau daalt. #zzp -> https://t.co/jxrSIqy0yr https://t.co/MgrDaipgvn";;;;
"E. van Dijk	08-04-2020 17:56:24	onbekend	E. van Dijk (@EmielVanDijkPVV): RT @geertwilderspvv: Het is onvoorstelbaar dat minister De Jonge niet weet wanneer hij de helden in de zorg eindelijk kan voorzien van beschermingsmiddelen. #corona #coronadebat #coronavirusNederland #Wilders #PVV https://t.co/lhtQ6ywag1";;;;
"GroenLinks	08-04-2020 17:54:22	onbekend	GroenLinks (@groenlinks): Ik zeg het maar gewoon hoe ik het denk en hoe ik het voel. Ik vind het antwoord van de premier op mijn vraag over het helpen van 100-150 kinderen, zeer kwetsbare vluchtelingen, echt niet kunnen.” - @CorinneEllemeet tegen @MinPres in het #coronadebat #SOSMoria https://t.co/UTLMtj6frF";;;;
"Sadet Karabulut	08-04-2020 17:53:51	SP	Sadet Karabulut (@SadetKarabulut): Juist ook in crisistijd is het cruciaal dat volksvertegenwoordigers de macht blijven controleren. Op dit moment doen we dat voornamelijk vanuit huis. ⁦@trouw⁩ schreef er een stuk over. Over andere onderwerpen kan het in deze crisis even niet gaan https://t.co/iM5VoQwhsE";;;;
"Maarten Hijink	08-04-2020 17:53:32	SP	Maarten Hijink (@MaartenHijink): Opvallend. Gisteren in de persconferentie stelde De Jonge dat productie van mondkapjes in eigen land op den duur 1 miljoen stuks per DAG wordt. In debat zegt hij 1 miljoen per WEEK. Toch wel een cruciaal verschil.";;;;
"Ank Bijleveld	08-04-2020 17:48:46	CDA	Ank Bijleveld (@MinBijleveld): Wat mooi dat voorzitter Gerdi Verbeet de #vrijheidsvlog voortzet en vertelt wat vrijheid voor haar betekent!'  #75jaarvrij https://t.co/mIWOF986R4";;;;
"Rob Jetten	08-04-2020 17:47:18	D66	Rob Jetten (@RobJetten): Nederland is een rijk kunstland. Maar met lege agenda s en afgelaste festivals dreigen veel podiumkunstenaars door het ijs te zakken. Zij vallen buiten de boot van de overheidssteun. Gaat het kabinet nu ook kijken hoe we hen kunnen steunen? #waitforit #coronadebat https://t.co/6u9IuEXy2k";;;;
"Sven Koopmans	08-04-2020 17:46:57	VVD	Sven Koopmans (@SvenKoopmansVVD): RT @247BZ: Iedereen die zich heeft geregistreerd via het platform bijzondere bijstand buitenland proberen we zo snel mogelijk te helpen. Is het niet gelukt om je te registeren, of heb je andere vragen? Kijk op de website voor meer informatie: https://t.co/pjxsATHaH8 https://t.co/5q0IlAoF6S";;;;
"Marianne Thieme	08-04-2020 17:45:53	PvdD	Marianne Thieme (@mariannethieme): "" The crisis consists precisely in the fact that the old is dying and the new cannot be born";" in this interregnum a great variety of morbid symptoms appears "" Antonio Gramsci, Prison Notebooks (1929-1935) #CoronaCrisis";;;
"Sadet Karabulut	08-04-2020 17:45:48	SP	Sadet Karabulut (@SadetKarabulut): Bernie Sanders stopt met z n campagne om president van de VS te worden maar z n strijd voor sociale rechtvaardigheid gaat door. Eeuwig zonde natuurlijk want als er iemand is die weerwoord kan bieden aan Trump, dan is het Sanders wel. https://t.co/VaiuIB3oJe";;;;
"Edgar Mulder	08-04-2020 17:45:46	PVV	Edgar Mulder (@edgarmulder1): RT @geertwilderspvv: Het is onvoorstelbaar dat minister De Jonge niet weet wanneer hij de helden in de zorg eindelijk kan voorzien van beschermingsmiddelen. #corona #coronadebat #coronavirusNederland #Wilders #PVV https://t.co/lhtQ6ywag1";;;;
"Ministerie van Buitenlandse Zaken	08-04-2020 17:44:40	onbekend	Ministerie van Buitenlandse Zaken (@MinBZ): Iedereen die zich heeft geregistreerd via het platform bijzondere bijstand buitenland proberen we zo snel mogelijk te helpen. Is het niet gelukt om je te registeren, of heb je andere vragen? Kijk op de website voor meer informatie: https://t.co/5nGlvExbrb https://t.co/SCklrZrLeC";;;;
"René Dercksen	08-04-2020 17:40:57	PVV	René Dercksen (@ReneDercksen): Zonder te lachen https://t.co/dTZiT2NgRE";;;;
"Agnes Mulder	08-04-2020 17:40:53	CDA	Agnes Mulder (@AgnesMulderCDA): Heb net je vm ingesproken en probeer het morgen even weer! https://t.co/STSQWcm413";;;;
"Paul Blokhuis	08-04-2020 17:38:54	ChristenUnie	Paul Blokhuis (@PaulBlokhuis): Complimenten voor de manier waarop @wijzijnmind tijdens de #CoronaCrisis anoniem psychische hulp biedt. Ook voor ouders, voor mensen die spanning ervaren in hun relatie, of voor hen die zich eenzaam of geïsoleerd voelen. Veel dank voor jullie werk! https://t.co/z312Q6GRZA";;;;
"Fleur Agema	08-04-2020 17:33:07	PVV	Fleur Agema (@FleurAgemaPVV): RT @geertwilderspvv: Het is onvoorstelbaar dat minister De Jonge niet weet wanneer hij de helden in de zorg eindelijk kan voorzien van beschermingsmiddelen. #corona #coronadebat #coronavirusNederland #Wilders #PVV https://t.co/lhtQ6ywag1";;;;
"Frank Wassenberg	08-04-2020 17:32:14	PvdD	Frank Wassenberg (@WassenbergFrank): RT @PartijvdDieren: .@estherouwehand: Eens dat er steun komt voor bollenteelt maar neemt @MinPres daarbij mee dat er wat moet gebeuren aan enorme gifgebruik in die sector waar omwonenden en werknemers ernstig ziek van worden? Die mensen hebben ook recht op een overheid die hen beschermt! Rutte: https://t.co/Jn3UM1y8o7";;;;
"Martijn van Helvert🇳🇱🇪🇺	08-04-2020 17:31:42	onbekend	Martijn van Helvert🇳🇱🇪🇺 (@Martijncda): Vanavond 21 uur live parlementair spreekuur op #FB en #Instagram. Stel je vraag via tekst vanavond of doe vanavond een verzoekje om mee live te gaan! #KortelijnmetMartijn https://t.co/qVWKHvf49O";;;;
"Partij voor de Dieren	08-04-2020 17:30:59	onbekend	Partij voor de Dieren (@PartijvdDieren): .@estherouwehand: Eens dat er steun komt voor bollenteelt maar neemt @MinPres daarbij mee dat er wat moet gebeuren aan enorme gifgebruik in die sector waar omwonenden en werknemers ernstig ziek van worden? Die mensen hebben ook recht op een overheid die hen beschermt! Rutte: https://t.co/Jn3UM1y8o7";;;;
"Ingrid van Engelshoven	08-04-2020 17:30:09	D66	Ingrid van Engelshoven (@ivanengelshoven): Het bezoek aan de opleiding Verpleegkunde van het @summacollege was erg indrukwekkend. Mbo-studenten in de zorg zijn gedreven om dingen praktisch op te lossen en tonen enorme veerkracht. Het @ED_Regio deed verslag. #corona @Ditismbo https://t.co/8FWr2chdfg";;;;
"Stef Blok	08-04-2020 17:30:08	VVD	Stef Blok (@ministerBlok): Independent and pluralistic media play an indispensable role in informing the public during the ongoing #COVID19 crisis. Read the statement of the Netherlands and other countries of the #MediaFreedom Coalition here: https://t.co/6s6RWS5V3S";;;;
"Sigrid Kaag	08-04-2020 17:29:58	D66	Sigrid Kaag (@SigridKaag): RT @NLatEU: The Netherlands makes €100 mln available for developing countries, on top of the funding to the @WHO and @RodeKruis. This new funding is meant for: ▶️ Preventing the spread of the virus ▶️ Humanitarian aid for those most affected ▶️ Social and economic aid";;;;
"Suzanne Kröger	08-04-2020 17:29:58	GroenLinks	Suzanne Kröger (@suzanne_GL): Wat een foto s van dieren die overal ter wereld in steden dwalen. https://t.co/0bWVFIX3aL";;;;
"Sigrid Kaag	08-04-2020 17:29:50	D66	Sigrid Kaag (@SigridKaag): RT @NLatEU: At today s #development video call with EU ministers, @SigridKaag expressed full support for the #TeamEurope approach. Members states and @EU_Commission need to take responsibility internationally and assist vulnerable countries and populations against #COVID19. https://t.co/SgkzQvwCzq";;;;
"Léon de Jong	08-04-2020 17:27:33	PVV	Léon de Jong (@leondejong): RT @geertwilderspvv: Het is onvoorstelbaar dat minister De Jonge niet weet wanneer hij de helden in de zorg eindelijk kan voorzien van beschermingsmiddelen. #corona #coronadebat #coronavirusNederland #Wilders #PVV https://t.co/lhtQ6ywag1";;;;
"Geert Wilders	08-04-2020 17:26:55	PVV	Geert Wilders (@geertwilderspvv): Het is onvoorstelbaar dat minister De Jonge niet weet wanneer hij de helden in de zorg eindelijk kan voorzien van beschermingsmiddelen. #corona #coronadebat #coronavirusNederland #Wilders #PVV https://t.co/lhtQ6ywag1";;;;
"Sadet Karabulut	08-04-2020 17:21:58	SP	Sadet Karabulut (@SadetKarabulut): Te midden van een pandemie wordt een nieuwe lichting militairen naar Afghanistan gestuurd. Waarom? Zijn onze militairen elders niet harder nodig? Of gaan ze helpen het virus te bestrijden in Afghanistan? Vragen aan de minister.  https://t.co/FLDzFVb2s5";;;;
"Fleur Agema	08-04-2020 17:21:22	PVV	Fleur Agema (@FleurAgemaPVV): Dit soort berichten wekt de indruk dat de tekorten op zeer korte termijn opgelost zijn. Weer blijkt dat dat niet zo is. Hou op met windowdressing @mjrijn https://t.co/ZPbjFU1AFg";;;;
"René Dercksen	08-04-2020 17:20:06	PVV	René Dercksen (@ReneDercksen): RT @RoelofBouwman: Multinational Vattenfall een ""natuurvergunning"" geven om natuur in de fik te steken - en burgers laten dokken voor genderneutrale warmtepompen. Links klimaatbeleid in de praktijk. #Diemen #Vattenfall https://t.co/D5UqBFQp0E";;;;
